xeon;12;x86-64;O0;copy;518.167690
xeon;12;x86-64;O0;indexes;639.415527
xeon;12;x86-64;O0;pkey;118.746156
xeon;12;x86-64;O0;fkey;131.142721
xeon;12;x86-64;O0;analyze;50.590417
xeon;12;x86-64;O1;copy;273.437855
xeon;12;x86-64;O1;indexes;359.542294
xeon;12;x86-64;O1;pkey;65.193317
xeon;12;x86-64;O1;fkey;82.595071
xeon;12;x86-64;O1;analyze;37.618978
xeon;12;x86-64;O2;copy;255.767713
xeon;12;x86-64;O2;indexes;288.180050
xeon;12;x86-64;O2;pkey;55.465622
xeon;12;x86-64;O2;fkey;63.352120
xeon;12;x86-64;O2;analyze;31.621623
xeon;12;x86-64;O3;copy;252.402831
xeon;12;x86-64;O3;indexes;303.712429
xeon;12;x86-64;O3;pkey;56.529114
xeon;12;x86-64;O3;fkey;71.857183
xeon;12;x86-64;O3;analyze;34.426458
xeon;12;x86-64;Os;copy;261.350661
xeon;12;x86-64;Os;indexes;298.217723
xeon;12;x86-64;Os;pkey;58.258468
xeon;12;x86-64;Os;fkey;63.966926
xeon;12;x86-64;Os;analyze;32.362861
xeon;12;x86-64;Oz;copy;274.628257
xeon;12;x86-64;Oz;indexes;327.008012
xeon;12;x86-64;Oz;pkey;62.758299
xeon;12;x86-64;Oz;fkey;75.278670
xeon;12;x86-64;Oz;analyze;37.161782
xeon;12;x86-64;Og;copy;277.465966
xeon;12;x86-64;Og;indexes;344.044012
xeon;12;x86-64;Og;pkey;63.657330
xeon;12;x86-64;Og;fkey;74.978402
xeon;12;x86-64;Og;analyze;34.604380
xeon;11;x86-64;O0;copy;508.685202
xeon;11;x86-64;O0;indexes;650.603462
xeon;11;x86-64;O0;pkey;118.724087
xeon;11;x86-64;O0;fkey;141.181856
xeon;11;x86-64;O0;analyze;53.440673
xeon;11;x86-64;O1;copy;274.374046
xeon;11;x86-64;O1;indexes;386.706244
xeon;11;x86-64;O1;pkey;62.074040
xeon;11;x86-64;O1;fkey;72.650109
xeon;11;x86-64;O1;analyze;35.597440
xeon;11;x86-64;O2;copy;250.199154
xeon;11;x86-64;O2;indexes;298.766744
xeon;11;x86-64;O2;pkey;56.812831
xeon;11;x86-64;O2;fkey;70.470582
xeon;11;x86-64;O2;analyze;35.478659
xeon;11;x86-64;O3;copy;258.331437
xeon;11;x86-64;O3;indexes;276.167479
xeon;11;x86-64;O3;pkey;52.830822
xeon;11;x86-64;O3;fkey;62.110084
xeon;11;x86-64;O3;analyze;32.032411
xeon;11;x86-64;Os;copy;253.025798
xeon;11;x86-64;Os;indexes;297.083081
xeon;11;x86-64;Os;pkey;57.540583
xeon;11;x86-64;Os;fkey;71.499087
xeon;11;x86-64;Os;analyze;35.204351
xeon;11;x86-64;Oz;copy;274.441128
xeon;11;x86-64;Oz;indexes;310.779740
xeon;11;x86-64;Oz;pkey;61.367664
xeon;11;x86-64;Oz;fkey;67.082386
xeon;11;x86-64;Oz;analyze;33.798101
xeon;11;x86-64;Og;copy;266.092356
xeon;11;x86-64;Og;indexes;403.670073
xeon;11;x86-64;Og;pkey;63.356730
xeon;11;x86-64;Og;fkey;80.613868
xeon;11;x86-64;Og;analyze;36.661695
xeon;10;x86-64;O0;copy;517.786559
xeon;10;x86-64;O0;indexes;633.917838
xeon;10;x86-64;O0;pkey;117.343113
xeon;10;x86-64;O0;fkey;131.563136
xeon;10;x86-64;O0;analyze;51.139655
xeon;10;x86-64;O1;copy;270.692016
xeon;10;x86-64;O1;indexes;361.911710
xeon;10;x86-64;O1;pkey;63.643710
xeon;10;x86-64;O1;fkey;81.520962
xeon;10;x86-64;O1;analyze;39.248294
xeon;10;x86-64;O2;copy;253.553303
xeon;10;x86-64;O2;indexes;282.353977
xeon;10;x86-64;O2;pkey;54.021843
xeon;10;x86-64;O2;fkey;62.603921
xeon;10;x86-64;O2;analyze;32.052825
xeon;10;x86-64;O3;copy;249.421313
xeon;10;x86-64;O3;indexes;291.378516
xeon;10;x86-64;O3;pkey;55.189464
xeon;10;x86-64;O3;fkey;69.504887
xeon;10;x86-64;O3;analyze;35.129615
xeon;10;x86-64;Os;copy;258.163065
xeon;10;x86-64;Os;indexes;298.684051
xeon;10;x86-64;Os;pkey;56.395973
xeon;10;x86-64;Os;fkey;63.043766
xeon;10;x86-64;Os;analyze;32.834917
xeon;10;x86-64;Oz;copy;266.442506
xeon;10;x86-64;Oz;indexes;329.930574
xeon;10;x86-64;Oz;pkey;63.011263
xeon;10;x86-64;Oz;fkey;74.596986
xeon;10;x86-64;Oz;analyze;36.584177
xeon;10;x86-64;Og;copy;275.395740
xeon;10;x86-64;Og;indexes;348.941257
xeon;10;x86-64;Og;pkey;62.282626
xeon;10;x86-64;Og;fkey;73.806525
xeon;10;x86-64;Og;analyze;34.357230
xeon;9;x86-64;O0;copy;501.353974
xeon;9;x86-64;O0;indexes;652.173360
xeon;9;x86-64;O0;pkey;119.299535
xeon;9;x86-64;O0;fkey;139.637801
xeon;9;x86-64;O0;analyze;52.268497
xeon;9;x86-64;O1;copy;266.403013
xeon;9;x86-64;O1;indexes;318.203626
xeon;9;x86-64;O1;pkey;61.473953
xeon;9;x86-64;O1;fkey;69.188613
xeon;9;x86-64;O1;analyze;33.425837
xeon;9;x86-64;O2;copy;247.996034
xeon;9;x86-64;O2;indexes;293.487688
xeon;9;x86-64;O2;pkey;54.830976
xeon;9;x86-64;O2;fkey;70.251343
xeon;9;x86-64;O2;analyze;34.818134
xeon;9;x86-64;O3;copy;255.086872
xeon;9;x86-64;O3;indexes;274.598356
xeon;9;x86-64;O3;pkey;54.510383
xeon;9;x86-64;O3;fkey;61.187619
xeon;9;x86-64;O3;analyze;31.838441
xeon;9;x86-64;Os;copy;259.239023
xeon;9;x86-64;Os;indexes;289.840349
xeon;9;x86-64;Os;pkey;53.474728
xeon;9;x86-64;Os;fkey;63.521519
xeon;9;x86-64;Os;analyze;32.389176
xeon;9;x86-64;Oz;copy;272.613246
xeon;9;x86-64;Oz;indexes;316.314609
xeon;9;x86-64;Oz;pkey;60.920605
xeon;9;x86-64;Oz;fkey;66.379925
xeon;9;x86-64;Oz;analyze;33.504541
xeon;9;x86-64;Og;copy;266.867610
xeon;9;x86-64;Og;indexes;317.988913
xeon;9;x86-64;Og;pkey;61.489408
xeon;9;x86-64;Og;fkey;69.704479
xeon;9;x86-64;Og;analyze;33.388497
