gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;copy;478.113227
gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;indexes;616.816235
gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;pkey;118.517380
gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;fkey;134.516866
gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;analyze;48.677993
gcc-10.3.0;x86-64;O0;omit-frame-pointer;copy;476.660318
gcc-10.3.0;x86-64;O0;omit-frame-pointer;indexes;552.201945
gcc-10.3.0;x86-64;O0;omit-frame-pointer;pkey;102.829214
gcc-10.3.0;x86-64;O0;omit-frame-pointer;fkey;125.995812
gcc-10.3.0;x86-64;O0;omit-frame-pointer;analyze;46.900830
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;copy;265.975313
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;indexes;311.843938
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;pkey;61.287664
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;fkey;70.092081
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;analyze;32.773536
gcc-10.3.0;x86-64;O1;omit-frame-pointer;copy;257.527259
gcc-10.3.0;x86-64;O1;omit-frame-pointer;indexes;303.503766
gcc-10.3.0;x86-64;O1;omit-frame-pointer;pkey;59.450969
gcc-10.3.0;x86-64;O1;omit-frame-pointer;fkey;66.511565
gcc-10.3.0;x86-64;O1;omit-frame-pointer;analyze;32.582136
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;copy;262.506764
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;indexes;274.667795
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;pkey;55.273637
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;fkey;65.223085
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;analyze;32.734764
gcc-10.3.0;x86-64;O2;omit-frame-pointer;copy;257.489780
gcc-10.3.0;x86-64;O2;omit-frame-pointer;indexes;271.529221
gcc-10.3.0;x86-64;O2;omit-frame-pointer;pkey;55.424948
gcc-10.3.0;x86-64;O2;omit-frame-pointer;fkey;62.711871
gcc-10.3.0;x86-64;O2;omit-frame-pointer;analyze;31.732535
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;copy;248.408427
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;indexes;280.054927
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;pkey;55.106223
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;fkey;64.199485
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;analyze;32.829547
gcc-10.3.0;x86-64;O3;omit-frame-pointer;copy;242.849908
gcc-10.3.0;x86-64;O3;omit-frame-pointer;indexes;276.757124
gcc-10.3.0;x86-64;O3;omit-frame-pointer;pkey;54.586989
gcc-10.3.0;x86-64;O3;omit-frame-pointer;fkey;61.329203
gcc-10.3.0;x86-64;O3;omit-frame-pointer;analyze;31.358560
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;copy;285.825831
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;indexes;373.872944
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;pkey;70.951067
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;fkey;79.411951
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;analyze;35.399916
gcc-10.3.0;x86-64;Os;omit-frame-pointer;copy;285.101398
gcc-10.3.0;x86-64;Os;omit-frame-pointer;indexes;357.604636
gcc-10.3.0;x86-64;Os;omit-frame-pointer;pkey;69.168614
gcc-10.3.0;x86-64;Os;omit-frame-pointer;fkey;75.444319
gcc-10.3.0;x86-64;Os;omit-frame-pointer;analyze;34.884318
