gcc-10.3.0;x86-64;O0;copy;509.309948
gcc-10.3.0;x86-64;O0;indexes;607.323916
gcc-10.3.0;x86-64;O0;pkeys;116.222879
gcc-10.3.0;x86-64;O0;fkeys;142.212179
gcc-10.3.0;x86-64;O0;analyze;23.076606
gcc-10.3.0;x86-64;O0;copy;508.989303
gcc-10.3.0;x86-64;O0;indexes;548.628614
gcc-10.3.0;x86-64;O0;pkeys;103.659592
gcc-10.3.0;x86-64;O0;fkeys;128.393613
gcc-10.3.0;x86-64;O0;analyze;22.082223
gcc-10.3.0;x86-64;O1;copy;270.815216
gcc-10.3.0;x86-64;O1;indexes;302.242021
gcc-10.3.0;x86-64;O1;pkeys;60.840984
gcc-10.3.0;x86-64;O1;fkeys;71.950860
gcc-10.3.0;x86-64;O1;analyze;20.468805
gcc-10.3.0;x86-64;O1;copy;272.390508
gcc-10.3.0;x86-64;O1;indexes;307.171615
gcc-10.3.0;x86-64;O1;pkeys;59.941786
gcc-10.3.0;x86-64;O1;fkeys;69.575677
gcc-10.3.0;x86-64;O1;analyze;20.752478
gcc-10.3.0;x86-64;O2;copy;263.039462
gcc-10.3.0;x86-64;O2;indexes;279.475274
gcc-10.3.0;x86-64;O2;pkeys;56.062929
gcc-10.3.0;x86-64;O2;fkeys;67.582615
gcc-10.3.0;x86-64;O2;analyze;20.424137
gcc-10.3.0;x86-64;O2;copy;262.346673
gcc-10.3.0;x86-64;O2;indexes;274.450398
gcc-10.3.0;x86-64;O2;pkeys;55.973725
gcc-10.3.0;x86-64;O2;fkeys;66.680924
gcc-10.3.0;x86-64;O2;analyze;20.280596
gcc-10.3.0;x86-64;O3;copy;258.852487
gcc-10.3.0;x86-64;O3;indexes;281.506519
gcc-10.3.0;x86-64;O3;pkeys;55.623387
gcc-10.3.0;x86-64;O3;fkeys;65.321323
gcc-10.3.0;x86-64;O3;analyze;20.403721
gcc-10.3.0;x86-64;O3;copy;256.124058
gcc-10.3.0;x86-64;O3;indexes;284.815018
gcc-10.3.0;x86-64;O3;pkeys;54.976373
gcc-10.3.0;x86-64;O3;fkeys;63.381481
gcc-10.3.0;x86-64;O3;analyze;21.402680
gcc-10.3.0;x86-64;Os;copy;321.013865
gcc-10.3.0;x86-64;Os;indexes;440.459245
gcc-10.3.0;x86-64;Os;pkeys;81.702847
gcc-10.3.0;x86-64;Os;fkeys;92.695544
gcc-10.3.0;x86-64;Os;analyze;19.920444
gcc-10.3.0;x86-64;Os;copy;320.162530
gcc-10.3.0;x86-64;Os;indexes;423.821304
gcc-10.3.0;x86-64;Os;pkeys;79.336032
gcc-10.3.0;x86-64;Os;fkeys;89.116471
gcc-10.3.0;x86-64;Os;analyze;19.853524
gcc-10.3.0;x86-64;Og;copy;275.358851
gcc-10.3.0;x86-64;Og;indexes;343.287587
gcc-10.3.0;x86-64;Og;pkeys;63.299785
gcc-10.3.0;x86-64;Og;fkeys;74.809331
gcc-10.3.0;x86-64;Og;analyze;21.464925
gcc-10.3.0;x86-64;Og;copy;276.289354
gcc-10.3.0;x86-64;Og;indexes;333.022777
gcc-10.3.0;x86-64;Og;pkeys;59.819365
gcc-10.3.0;x86-64;Og;fkeys;72.556068
gcc-10.3.0;x86-64;Og;analyze;22.603728
gcc-10.3.0;x86-64;Ofast;copy;256.053173
gcc-10.3.0;x86-64;Ofast;indexes;280.559223
gcc-10.3.0;x86-64;Ofast;pkeys;56.171137
