12;x86-64;O0;copy;518.167690
12;x86-64;O0;indexes;639.415527
12;x86-64;O0;;pkey;118.746156
12;x86-64;O0;;fkey;131.142721
12;x86-64;O0;analyze;50.590417
12;x86-64;O1;copy;273.437855
12;x86-64;O1;indexes;359.542294
12;x86-64;O1;;pkey;65.193317
12;x86-64;O1;;fkey;82.595071
12;x86-64;O1;analyze;37.618978
12;x86-64;O2;copy;255.767713
12;x86-64;O2;indexes;288.180050
12;x86-64;O2;;pkey;55.465622
12;x86-64;O2;;fkey;63.352120
12;x86-64;O2;analyze;31.621623
12;x86-64;O3;copy;252.402831
12;x86-64;O3;indexes;303.712429
12;x86-64;O3;;pkey;56.529114
12;x86-64;O3;;fkey;71.857183
12;x86-64;O3;analyze;34.426458
12;x86-64;Os;copy;261.350661
12;x86-64;Os;indexes;298.217723
12;x86-64;Os;;pkey;58.258468
12;x86-64;Os;;fkey;63.966926
12;x86-64;Os;analyze;32.362861
12;x86-64;Oz;copy;274.628257
12;x86-64;Oz;indexes;327.008012
12;x86-64;Oz;;pkey;62.758299
12;x86-64;Oz;;fkey;75.278670
12;x86-64;Oz;analyze;37.161782
12;x86-64;Og;copy;277.465966
12;x86-64;Og;indexes;344.044012
12;x86-64;Og;;pkey;63.657330
12;x86-64;Og;;fkey;74.978402
12;x86-64;Og;analyze;34.604380
11;x86-64;O0;copy;508.685202
11;x86-64;O0;indexes;650.603462
11;x86-64;O0;;pkey;118.724087
11;x86-64;O0;;fkey;141.181856
11;x86-64;O0;analyze;53.440673
11;x86-64;O1;copy;274.374046
11;x86-64;O1;indexes;386.706244
11;x86-64;O1;;pkey;62.074040
11;x86-64;O1;;fkey;72.650109
11;x86-64;O1;analyze;35.597440
11;x86-64;O2;copy;250.199154
11;x86-64;O2;indexes;298.766744
11;x86-64;O2;;pkey;56.812831
11;x86-64;O2;;fkey;70.470582
11;x86-64;O2;analyze;35.478659
11;x86-64;O3;copy;258.331437
11;x86-64;O3;indexes;276.167479
11;x86-64;O3;;pkey;52.830822
11;x86-64;O3;;fkey;62.110084
11;x86-64;O3;analyze;32.032411
11;x86-64;Os;copy;253.025798
11;x86-64;Os;indexes;297.083081
11;x86-64;Os;;pkey;57.540583
11;x86-64;Os;;fkey;71.499087
11;x86-64;Os;analyze;35.204351
11;x86-64;Oz;copy;274.441128
11;x86-64;Oz;indexes;310.779740
11;x86-64;Oz;;pkey;61.367664
11;x86-64;Oz;;fkey;67.082386
11;x86-64;Oz;analyze;33.798101
11;x86-64;Og;copy;266.092356
11;x86-64;Og;indexes;403.670073
11;x86-64;Og;;pkey;63.356730
11;x86-64;Og;;fkey;80.613868
11;x86-64;Og;analyze;36.661695
10;x86-64;O0;copy;517.786559
10;x86-64;O0;indexes;633.917838
10;x86-64;O0;;pkey;117.343113
10;x86-64;O0;;fkey;131.563136
10;x86-64;O0;analyze;51.139655
10;x86-64;O1;copy;270.692016
10;x86-64;O1;indexes;361.911710
10;x86-64;O1;;pkey;63.643710
10;x86-64;O1;;fkey;81.520962
10;x86-64;O1;analyze;39.248294
10;x86-64;O2;copy;253.553303
10;x86-64;O2;indexes;282.353977
10;x86-64;O2;;pkey;54.021843
10;x86-64;O2;;fkey;62.603921
10;x86-64;O2;analyze;32.052825
10;x86-64;O3;copy;249.421313
10;x86-64;O3;indexes;291.378516
10;x86-64;O3;;pkey;55.189464
10;x86-64;O3;;fkey;69.504887
10;x86-64;O3;analyze;35.129615
10;x86-64;Os;copy;258.163065
10;x86-64;Os;indexes;298.684051
10;x86-64;Os;;pkey;56.395973
10;x86-64;Os;;fkey;63.043766
10;x86-64;Os;analyze;32.834917
10;x86-64;Oz;copy;266.442506
10;x86-64;Oz;indexes;329.930574
10;x86-64;Oz;;pkey;63.011263
10;x86-64;Oz;;fkey;74.596986
10;x86-64;Oz;analyze;36.584177
10;x86-64;Og;copy;275.395740
10;x86-64;Og;indexes;348.941257
10;x86-64;Og;;pkey;62.282626
10;x86-64;Og;;fkey;73.806525
10;x86-64;Og;analyze;34.357230
9;x86-64;O0;copy;501.353974
9;x86-64;O0;indexes;652.173360
9;x86-64;O0;;pkey;119.299535
9;x86-64;O0;;fkey;139.637801
9;x86-64;O0;analyze;52.268497
9;x86-64;O1;copy;266.403013
9;x86-64;O1;indexes;318.203626
9;x86-64;O1;;pkey;61.473953
9;x86-64;O1;;fkey;69.188613
9;x86-64;O1;analyze;33.425837
9;x86-64;O2;copy;247.996034
9;x86-64;O2;indexes;293.487688
9;x86-64;O2;;pkey;54.830976
9;x86-64;O2;;fkey;70.251343
9;x86-64;O2;analyze;34.818134
9;x86-64;O3;copy;255.086872
9;x86-64;O3;indexes;274.598356
9;x86-64;O3;;pkey;54.510383
9;x86-64;O3;;fkey;61.187619
9;x86-64;O3;analyze;31.838441
9;x86-64;Os;copy;259.239023
9;x86-64;Os;indexes;289.840349
9;x86-64;Os;;pkey;53.474728
9;x86-64;Os;;fkey;63.521519
9;x86-64;Os;analyze;32.389176
9;x86-64;Oz;copy;272.613246
9;x86-64;Oz;indexes;316.314609
9;x86-64;Oz;;pkey;60.920605
9;x86-64;Oz;;fkey;66.379925
9;x86-64;Oz;analyze;33.504541
9;x86-64;Og;copy;266.867610
9;x86-64;Og;indexes;317.988913
9;x86-64;Og;;pkey;61.489408
9;x86-64;Og;;fkey;69.704479
9;x86-64;Og;analyze;33.388497
