12;x86-64;O0;copy;558.082360
12;x86-64;O0;indexes;630.476343
12;x86-64;O0;pkeys;119.251108
12;x86-64;O0;fkeys;139.366374
12;x86-64;O0;analyze;22.970502
12;x86-64;O1;copy;283.952726
12;x86-64;O1;indexes;333.863117
12;x86-64;O1;pkeys;63.002157
12;x86-64;O1;fkeys;74.525314
12;x86-64;O1;analyze;21.533214
12;x86-64;O2;copy;257.276545
12;x86-64;O2;indexes;286.867463
12;x86-64;O2;pkeys;55.520910
12;x86-64;O2;fkeys;65.061735
12;x86-64;O2;analyze;20.843709
12;x86-64;O3;copy;257.210462
12;x86-64;O3;indexes;288.057284
12;x86-64;O3;pkeys;55.175355
12;x86-64;O3;fkeys;65.280911
12;x86-64;O3;analyze;20.925730
12;x86-64;Os;copy;264.927347
12;x86-64;Os;indexes;300.382550
12;x86-64;Os;pkeys;58.392819
12;x86-64;Os;fkeys;65.185992
12;x86-64;Os;analyze;21.485803
12;x86-64;Oz;copy;275.106020
12;x86-64;Oz;indexes;316.510540
12;x86-64;Oz;pkeys;62.320003
12;x86-64;Oz;fkeys;69.030710
12;x86-64;Oz;analyze;21.629620
12;x86-64;Og;copy;283.688984
12;x86-64;Og;indexes;333.896995
12;x86-64;Og;pkeys;63.756018
12;x86-64;Og;fkeys;74.572969
12;x86-64;Og;analyze;22.413454
12;x86-64;Ofast;copy;
12;x86-64;Ofast;indexes;
12;x86-64;Ofast;pkeys;
12;x86-64;Ofast;fkeys;
12;x86-64;Ofast;analyze;
11;x86-64;O0;copy;552.792171
11;x86-64;O0;indexes;644.131073
11;x86-64;O0;pkeys;116.662171
11;x86-64;O0;fkeys;138.144837
11;x86-64;O0;analyze;26.778647
11;x86-64;O1;copy;278.228137
11;x86-64;O1;indexes;330.534043
11;x86-64;O1;pkeys;61.994201
11;x86-64;O1;fkeys;74.627542
11;x86-64;O1;analyze;21.611242
11;x86-64;O2;copy;258.586164
11;x86-64;O2;indexes;284.393910
11;x86-64;O2;pkeys;55.373495
11;x86-64;O2;fkeys;66.078636
11;x86-64;O2;analyze;20.742024
11;x86-64;O3;copy;261.735969
11;x86-64;O3;indexes;275.944522
11;x86-64;O3;pkeys;54.050903
11;x86-64;O3;fkeys;66.085413
11;x86-64;O3;analyze;20.963171
11;x86-64;Os;copy;264.268282
11;x86-64;Os;indexes;285.472059
11;x86-64;Os;pkeys;56.926420
