12;x86-64;O0;10.sql;1;2.878861
12;x86-64;O0;10.sql;2;2.879056
12;x86-64;O0;10.sql;3;2.877398
12;x86-64;O0;11.sql;1;0.202698
12;x86-64;O0;11.sql;2;0.198565
12;x86-64;O0;11.sql;3;0.198526
12;x86-64;O0;12.sql;1;3.231838
12;x86-64;O0;12.sql;2;3.231623
12;x86-64;O0;12.sql;3;3.231237
12;x86-64;O0;13.sql;1;2.498950
12;x86-64;O0;13.sql;2;2.497997
12;x86-64;O0;13.sql;3;2.495100
12;x86-64;O0;14.sql;1;0.643447
12;x86-64;O0;14.sql;2;0.390385
12;x86-64;O0;14.sql;3;0.390902
12;x86-64;O0;15.sql;1;1.553171
12;x86-64;O0;15.sql;2;1.113663
12;x86-64;O0;15.sql;3;1.113372
12;x86-64;O0;16.sql;1;1.086757
12;x86-64;O0;16.sql;2;1.072306
12;x86-64;O0;16.sql;3;1.078006
12;x86-64;O0;17-flattened.sql;1;6.754119
12;x86-64;O0;17-flattened.sql;2;6.747355
12;x86-64;O0;17-flattened.sql;3;6.767139
12;x86-64;O0;17.sql;1;6.410588
12;x86-64;O0;17.sql;2;6.407276
12;x86-64;O0;17.sql;3;6.401895
12;x86-64;O0;18.sql;1;8.310562
12;x86-64;O0;18.sql;2;8.433145
12;x86-64;O0;18.sql;3;8.568569
12;x86-64;O0;19.sql;1;0.187855
12;x86-64;O0;19.sql;2;0.168775
12;x86-64;O0;19.sql;3;0.169035
12;x86-64;O0;1.sql;1;19.599500
12;x86-64;O0;1.sql;2;19.598891
12;x86-64;O0;1.sql;3;19.619079
12;x86-64;O0;20-flattened.sql;1;3.931803
12;x86-64;O0;20-flattened.sql;2;3.848534
12;x86-64;O0;20-flattened.sql;3;3.831348
12;x86-64;O0;20.sql;1;2.987258
12;x86-64;O0;20.sql;2;2.969282
12;x86-64;O0;20.sql;3;2.968860
12;x86-64;O0;21.sql;1;3.536508
12;x86-64;O0;21.sql;2;3.426899
12;x86-64;O0;21.sql;3;3.413592
12;x86-64;O0;22.sql;1;0.436801
12;x86-64;O0;22.sql;2;0.421163
12;x86-64;O0;22.sql;3;0.421731
12;x86-64;O0;2-flattened.sql;1;1.203210
12;x86-64;O0;2-flattened.sql;2;1.103412
12;x86-64;O0;2-flattened.sql;3;1.103102
12;x86-64;O0;2.sql;1;0.511267
12;x86-64;O0;2.sql;2;0.507809
12;x86-64;O0;2.sql;3;0.507538
12;x86-64;O0;3.sql;1;2.089025
12;x86-64;O0;3.sql;2;2.044683
12;x86-64;O0;3.sql;3;1.950577
12;x86-64;O0;4.sql;1;3.596997
12;x86-64;O0;4.sql;2;3.594918
12;x86-64;O0;4.sql;3;3.597740
12;x86-64;O0;5.sql;1;0.762065
12;x86-64;O0;5.sql;2;0.715782
12;x86-64;O0;5.sql;3;0.711217
12;x86-64;O0;6.sql;1;0.649802
12;x86-64;O0;6.sql;2;0.546559
12;x86-64;O0;6.sql;3;0.546998
12;x86-64;O0;7.sql;1;1.432933
12;x86-64;O0;7.sql;2;1.297509
12;x86-64;O0;7.sql;3;1.272030
12;x86-64;O0;8.sql;1;0.580023
12;x86-64;O0;8.sql;2;0.479473
12;x86-64;O0;8.sql;3;0.472783
12;x86-64;O0;9.sql;1;6.302695
12;x86-64;O0;9.sql;2;6.247181
12;x86-64;O0;9.sql;3;6.266856
12;x86-64;O1;10.sql;1;1.571540
12;x86-64;O1;10.sql;2;1.584722
12;x86-64;O1;10.sql;3;1.562748
12;x86-64;O1;11.sql;1;0.108285
12;x86-64;O1;11.sql;2;0.105459
12;x86-64;O1;11.sql;3;0.105454
12;x86-64;O1;12.sql;1;1.849541
12;x86-64;O1;12.sql;2;1.844761
12;x86-64;O1;12.sql;3;1.843564
12;x86-64;O1;13.sql;1;1.466546
12;x86-64;O1;13.sql;2;1.465121
12;x86-64;O1;13.sql;3;1.464011
12;x86-64;O1;14.sql;1;0.470677
12;x86-64;O1;14.sql;2;0.236534
12;x86-64;O1;14.sql;3;0.237013
12;x86-64;O1;15.sql;1;1.000780
12;x86-64;O1;15.sql;2;0.597239
12;x86-64;O1;15.sql;3;0.602170
12;x86-64;O1;16.sql;1;0.613933
12;x86-64;O1;16.sql;2;0.602135
12;x86-64;O1;16.sql;3;0.602567
12;x86-64;O1;17-flattened.sql;1;3.676011
12;x86-64;O1;17-flattened.sql;2;3.648616
12;x86-64;O1;17-flattened.sql;3;3.657285
12;x86-64;O1;17.sql;1;3.436187
12;x86-64;O1;17.sql;2;3.440113
12;x86-64;O1;17.sql;3;3.452123
12;x86-64;O1;18.sql;1;3.993271
12;x86-64;O1;18.sql;2;4.067440
12;x86-64;O1;18.sql;3;4.044181
12;x86-64;O1;19.sql;1;0.121677
12;x86-64;O1;19.sql;2;0.107786
12;x86-64;O1;19.sql;3;0.107779
12;x86-64;O1;1.sql;1;8.072183
12;x86-64;O1;1.sql;2;8.080293
12;x86-64;O1;1.sql;3;8.128962
12;x86-64;O1;20-flattened.sql;1;2.183982
12;x86-64;O1;20-flattened.sql;2;2.097837
12;x86-64;O1;20-flattened.sql;3;2.100764
12;x86-64;O1;20.sql;1;1.532619
12;x86-64;O1;20.sql;2;1.517609
12;x86-64;O1;20.sql;3;1.520194
12;x86-64;O1;21.sql;1;1.900965
12;x86-64;O1;21.sql;2;1.823156
12;x86-64;O1;21.sql;3;1.812582
12;x86-64;O1;22.sql;1;0.221045
12;x86-64;O1;22.sql;2;0.207403
12;x86-64;O1;22.sql;3;0.207513
12;x86-64;O1;2-flattened.sql;1;0.676145
12;x86-64;O1;2-flattened.sql;2;0.591778
12;x86-64;O1;2-flattened.sql;3;0.594625
12;x86-64;O1;2.sql;1;0.277691
12;x86-64;O1;2.sql;2;0.275079
12;x86-64;O1;2.sql;3;0.275077
12;x86-64;O1;3.sql;1;1.209063
12;x86-64;O1;3.sql;2;1.234446
12;x86-64;O1;3.sql;3;1.158343
12;x86-64;O1;4.sql;1;2.020367
12;x86-64;O1;4.sql;2;2.017010
12;x86-64;O1;4.sql;3;2.016047
12;x86-64;O1;5.sql;1;0.487256
12;x86-64;O1;5.sql;2;0.442935
12;x86-64;O1;5.sql;3;0.443324
12;x86-64;O1;6.sql;1;0.400487
12;x86-64;O1;6.sql;2;0.309605
12;x86-64;O1;6.sql;3;0.309260
12;x86-64;O1;7.sql;1;0.933340
12;x86-64;O1;7.sql;2;0.822229
12;x86-64;O1;7.sql;3;0.795108
12;x86-64;O1;8.sql;1;0.436779
12;x86-64;O1;8.sql;2;0.352579
12;x86-64;O1;8.sql;3;0.346754
12;x86-64;O1;9.sql;1;3.552295
12;x86-64;O1;9.sql;2;3.468958
12;x86-64;O1;9.sql;3;3.513643
12;x86-64;O2;10.sql;1;1.375618
12;x86-64;O2;10.sql;2;1.375971
12;x86-64;O2;10.sql;3;1.395475
12;x86-64;O2;11.sql;1;0.089462
12;x86-64;O2;11.sql;2;0.086960
12;x86-64;O2;11.sql;3;0.086745
12;x86-64;O2;12.sql;1;1.629826
12;x86-64;O2;12.sql;2;1.626290
12;x86-64;O2;12.sql;3;1.628660
12;x86-64;O2;13.sql;1;1.256665
12;x86-64;O2;13.sql;2;1.252841
12;x86-64;O2;13.sql;3;1.254154
12;x86-64;O2;14.sql;1;0.431683
12;x86-64;O2;14.sql;2;0.211672
12;x86-64;O2;14.sql;3;0.212693
12;x86-64;O2;15.sql;1;0.908165
12;x86-64;O2;15.sql;2;0.524369
12;x86-64;O2;15.sql;3;0.524587
12;x86-64;O2;16.sql;1;0.535994
12;x86-64;O2;16.sql;2;0.524498
12;x86-64;O2;16.sql;3;0.524259
12;x86-64;O2;17-flattened.sql;1;3.327242
12;x86-64;O2;17-flattened.sql;2;3.307860
12;x86-64;O2;17-flattened.sql;3;3.312663
12;x86-64;O2;17.sql;1;3.143919
12;x86-64;O2;17.sql;2;3.135558
12;x86-64;O2;17.sql;3;3.131919
12;x86-64;O2;18.sql;1;3.373618
12;x86-64;O2;18.sql;2;3.428851
12;x86-64;O2;18.sql;3;3.411384
12;x86-64;O2;19.sql;1;0.109690
12;x86-64;O2;19.sql;2;0.096676
12;x86-64;O2;19.sql;3;0.096860
12;x86-64;O2;1.sql;1;6.503320
12;x86-64;O2;1.sql;2;6.508947
12;x86-64;O2;1.sql;3;6.511649
12;x86-64;O2;20-flattened.sql;1;1.867131
12;x86-64;O2;20-flattened.sql;2;1.783173
12;x86-64;O2;20-flattened.sql;3;1.789938
12;x86-64;O2;20.sql;1;1.333970
12;x86-64;O2;20.sql;2;1.322727
12;x86-64;O2;20.sql;3;1.325799
12;x86-64;O2;21.sql;1;1.675130
12;x86-64;O2;21.sql;2;1.600193
12;x86-64;O2;21.sql;3;1.583660
12;x86-64;O2;22.sql;1;0.185718
12;x86-64;O2;22.sql;2;0.174381
12;x86-64;O2;22.sql;3;0.174428
12;x86-64;O2;2-flattened.sql;1;0.587666
12;x86-64;O2;2-flattened.sql;2;0.505008
12;x86-64;O2;2-flattened.sql;3;0.503057
12;x86-64;O2;2.sql;1;0.238361
12;x86-64;O2;2.sql;2;0.234650
12;x86-64;O2;2.sql;3;0.235000
12;x86-64;O2;3.sql;1;1.043410
12;x86-64;O2;3.sql;2;1.078586
12;x86-64;O2;3.sql;3;1.001604
12;x86-64;O2;4.sql;1;0.301517
12;x86-64;O2;4.sql;2;0.257624
12;x86-64;O2;4.sql;3;0.259068
12;x86-64;O2;5.sql;1;0.422292
12;x86-64;O2;5.sql;2;0.374658
12;x86-64;O2;5.sql;3;0.374301
12;x86-64;O2;6.sql;1;0.358354
12;x86-64;O2;6.sql;2;0.322223
12;x86-64;O2;6.sql;3;0.269317
12;x86-64;O2;7.sql;1;0.801131
12;x86-64;O2;7.sql;2;0.690629
12;x86-64;O2;7.sql;3;0.666039
12;x86-64;O2;8.sql;1;0.388645
12;x86-64;O2;8.sql;2;0.315060
12;x86-64;O2;8.sql;3;0.302070
12;x86-64;O2;9.sql;1;2.995412
12;x86-64;O2;9.sql;2;2.918952
12;x86-64;O2;9.sql;3;2.949377
12;x86-64;O3;10.sql;1;1.390855
12;x86-64;O3;10.sql;2;1.368245
12;x86-64;O3;10.sql;3;1.380620
12;x86-64;O3;11.sql;1;0.090481
12;x86-64;O3;11.sql;2;0.087928
12;x86-64;O3;11.sql;3;0.088027
12;x86-64;O3;12.sql;1;1.620553
12;x86-64;O3;12.sql;2;1.619786
12;x86-64;O3;12.sql;3;1.622299
12;x86-64;O3;13.sql;1;1.241347
12;x86-64;O3;13.sql;2;1.238976
12;x86-64;O3;13.sql;3;1.239143
12;x86-64;O3;14.sql;1;0.432773
12;x86-64;O3;14.sql;2;0.214511
12;x86-64;O3;14.sql;3;0.214258
12;x86-64;O3;15.sql;1;0.894498
12;x86-64;O3;15.sql;2;0.518139
12;x86-64;O3;15.sql;3;0.515193
12;x86-64;O3;16.sql;1;0.532155
12;x86-64;O3;16.sql;2;0.520262
12;x86-64;O3;16.sql;3;0.519929
12;x86-64;O3;17-flattened.sql;1;3.300981
12;x86-64;O3;17-flattened.sql;2;3.302701
12;x86-64;O3;17-flattened.sql;3;3.303177
12;x86-64;O3;17.sql;1;3.146593
12;x86-64;O3;17.sql;2;3.136812
12;x86-64;O3;17.sql;3;3.155600
12;x86-64;O3;18.sql;1;3.318879
12;x86-64;O3;18.sql;2;3.375958
12;x86-64;O3;18.sql;3;3.360801
12;x86-64;O3;19.sql;1;0.110370
12;x86-64;O3;19.sql;2;0.096816
12;x86-64;O3;19.sql;3;0.096761
12;x86-64;O3;1.sql;1;6.561346
12;x86-64;O3;1.sql;2;6.568074
12;x86-64;O3;1.sql;3;6.571015
12;x86-64;O3;20-flattened.sql;1;1.866089
12;x86-64;O3;20-flattened.sql;2;1.787717
12;x86-64;O3;20-flattened.sql;3;1.782870
12;x86-64;O3;20.sql;1;1.340891
12;x86-64;O3;20.sql;2;1.327430
12;x86-64;O3;20.sql;3;1.328491
12;x86-64;O3;21.sql;1;1.677592
12;x86-64;O3;21.sql;2;1.627893
12;x86-64;O3;21.sql;3;1.612249
12;x86-64;O3;22.sql;1;0.181998
12;x86-64;O3;22.sql;2;0.169958
12;x86-64;O3;22.sql;3;0.170094
12;x86-64;O3;2-flattened.sql;1;0.592599
12;x86-64;O3;2-flattened.sql;2;0.514436
12;x86-64;O3;2-flattened.sql;3;0.513270
