12;x86-64;O0;copy;508.408592
12;x86-64;O0;indexes;637.430384
12;x86-64;O0;alter;118.670761
12;x86-64;O0;analyze;16.666197
12;x86-64;O1;copy;273.273321
12;x86-64;O1;indexes;343.918976
12;x86-64;O1;alter;63.781053
12;x86-64;O1;analyze;11.306507
12;x86-64;O2;copy;249.616440
12;x86-64;O2;indexes;287.208020
12;x86-64;O2;alter;55.619710
12;x86-64;O2;analyze;10.298316
12;x86-64;O3;copy;253.983229
12;x86-64;O3;indexes;289.793805
12;x86-64;O3;alter;54.063289
12;x86-64;O3;analyze;10.252055
12;x86-64;Os;copy;256.101592
12;x86-64;Os;indexes;297.958890
12;x86-64;Os;alter;59.753398
12;x86-64;Os;analyze;10.276622
12;x86-64;Oz;copy;275.762983
12;x86-64;Oz;indexes;313.561496
12;x86-64;Oz;alter;61.324841
12;x86-64;Oz;analyze;11.113886
12;x86-64;Og;copy;273.312312
12;x86-64;Og;indexes;354.921677
12;x86-64;Og;alter;64.978700
12;x86-64;Og;analyze;11.797931
11;x86-64;O0;copy;515.404774
11;x86-64;O0;indexes;635.215841
11;x86-64;O0;alter;117.382752
11;x86-64;O0;analyze;16.719929
11;x86-64;O1;copy;268.615382
11;x86-64;O1;indexes;397.266551
11;x86-64;O1;alter;63.723412
11;x86-64;O1;analyze;11.831098
11;x86-64;O2;copy;254.462616
11;x86-64;O2;indexes;286.482226
11;x86-64;O2;alter;55.341661
11;x86-64;O2;analyze;10.312230
11;x86-64;O3;copy;248.067407
11;x86-64;O3;indexes;286.900374
11;x86-64;O3;alter;54.435323
11;x86-64;O3;analyze;10.625590
11;x86-64;Os;copy;258.137192
11;x86-64;Os;indexes;284.345299
11;x86-64;Os;alter;55.727453
11;x86-64;Os;analyze;10.314922
11;x86-64;Oz;copy;266.831046
11;x86-64;Oz;indexes;320.287604
11;x86-64;Oz;alter;62.362943
11;x86-64;Oz;analyze;10.634674
11;x86-64;Og;copy;274.173331
11;x86-64;Og;indexes;387.652943
11;x86-64;Og;alter;62.161404
11;x86-64;Og;analyze;11.545322
10;x86-64;O0;copy;510.842465
10;x86-64;O0;indexes;651.077253
10;x86-64;O0;alter;118.939449
10;x86-64;O0;analyze;16.460255
10;x86-64;O1;copy;273.138548
10;x86-64;O1;indexes;349.220181
10;x86-64;O1;alter;62.416488
10;x86-64;O1;analyze;11.144544
10;x86-64;O2;copy;248.589741
10;x86-64;O2;indexes;293.067105
10;x86-64;O2;alter;55.555543
10;x86-64;O2;analyze;10.488811
10;x86-64;O3;copy;253.195253
10;x86-64;O3;indexes;277.187723
10;x86-64;O3;alter;53.660127
10;x86-64;O3;analyze;10.253579
10;x86-64;Os;copy;251.776529
10;x86-64;Os;indexes;309.921217
10;x86-64;Os;alter;57.406374
10;x86-64;Os;analyze;10.596596
10;x86-64;Oz;copy;272.420935
10;x86-64;Oz;indexes;315.601091
10;x86-64;Oz;alter;61.542184
10;x86-64;Oz;analyze;11.116190
10;x86-64;Og;copy;267.183441
10;x86-64;Og;indexes;360.563136
10;x86-64;Og;alter;63.711110
10;x86-64;Og;analyze;10.462171
9;x86-64;O0;copy;505.341320
9;x86-64;O0;indexes;634.008737
9;x86-64;O0;alter;116.237640
9;x86-64;O0;analyze;15.178969
9;x86-64;O1;copy;260.900771
9;x86-64;O1;indexes;329.340884
9;x86-64;O1;alter;62.684504
9;x86-64;O1;analyze;10.780625
9;x86-64;O2;copy;252.447899
9;x86-64;O2;indexes;281.863154
9;x86-64;O2;alter;52.908278
9;x86-64;O2;analyze;10.433111
9;x86-64;O3;copy;249.220875
9;x86-64;O3;indexes;286.429805
9;x86-64;O3;alter;55.684205
9;x86-64;O3;analyze;10.556071
9;x86-64;Os;copy;257.496057
9;x86-64;Os;indexes;290.427872
9;x86-64;Os;alter;53.389491
9;x86-64;Os;analyze;10.763601
9;x86-64;Oz;copy;270.819763
9;x86-64;Oz;indexes;316.073219
9;x86-64;Oz;alter;60.375096
9;x86-64;Oz;analyze;11.008764
9;x86-64;Og;copy;260.592904
9;x86-64;Og;indexes;331.435133
9;x86-64;Og;alter;62.788699
9;x86-64;Og;analyze;10.816218
