gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;copy;50.252545
gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;indexes;49.902657
gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;alter;11.109091
gcc-10.3.0;x86-64;O0;no-omit-frame-pointer;analyze;4.443932
gcc-10.3.0;x86-64;O0;omit-frame-pointer;copy;49.518360
gcc-10.3.0;x86-64;O0;omit-frame-pointer;indexes;45.389479
gcc-10.3.0;x86-64;O0;omit-frame-pointer;alter;9.881378
gcc-10.3.0;x86-64;O0;omit-frame-pointer;analyze;4.086250
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;copy;26.586118
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;indexes;25.085517
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;alter;5.558482
gcc-10.3.0;x86-64;O1;no-omit-frame-pointer;analyze;2.733835
gcc-10.3.0;x86-64;O1;omit-frame-pointer;copy;26.087846
gcc-10.3.0;x86-64;O1;omit-frame-pointer;indexes;25.285418
gcc-10.3.0;x86-64;O1;omit-frame-pointer;alter;5.495992
gcc-10.3.0;x86-64;O1;omit-frame-pointer;analyze;2.691079
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;copy;25.509884
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;indexes;23.040057
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;alter;5.304080
gcc-10.3.0;x86-64;O2;no-omit-frame-pointer;analyze;2.668042
gcc-10.3.0;x86-64;O2;omit-frame-pointer;copy;25.629908
gcc-10.3.0;x86-64;O2;omit-frame-pointer;indexes;22.775071
gcc-10.3.0;x86-64;O2;omit-frame-pointer;alter;5.180555
gcc-10.3.0;x86-64;O2;omit-frame-pointer;analyze;2.610305
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;copy;25.093796
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;indexes;23.333139
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;alter;5.191338
gcc-10.3.0;x86-64;O3;no-omit-frame-pointer;analyze;2.619996
gcc-10.3.0;x86-64;O3;omit-frame-pointer;copy;25.071132
gcc-10.3.0;x86-64;O3;omit-frame-pointer;indexes;23.578138
gcc-10.3.0;x86-64;O3;omit-frame-pointer;alter;5.118149
gcc-10.3.0;x86-64;O3;omit-frame-pointer;analyze;2.604242
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;copy;31.656448
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;indexes;38.131045
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;alter;7.431775
gcc-10.3.0;x86-64;Os;no-omit-frame-pointer;analyze;3.156714
gcc-10.3.0;x86-64;Os;omit-frame-pointer;copy;31.380188
gcc-10.3.0;x86-64;Os;omit-frame-pointer;indexes;37.000603
gcc-10.3.0;x86-64;Os;omit-frame-pointer;alter;7.340103
gcc-10.3.0;x86-64;Os;omit-frame-pointer;analyze;3.136169
gcc-10.3.0;x86-64;Og;no-omit-frame-pointer;copy;27.171003
gcc-10.3.0;x86-64;Og;no-omit-frame-pointer;indexes;28.507880
gcc-10.3.0;x86-64;Og;no-omit-frame-pointer;alter;5.750576
gcc-10.3.0;x86-64;Og;no-omit-frame-pointer;analyze;2.872245
gcc-10.3.0;x86-64;Og;omit-frame-pointer;copy;26.886779
gcc-10.3.0;x86-64;Og;omit-frame-pointer;indexes;27.344732
gcc-10.3.0;x86-64;Og;omit-frame-pointer;alter;5.549513
gcc-10.3.0;x86-64;Og;omit-frame-pointer;analyze;2.809330
gcc-10.3.0;x86-64;Ofast;no-omit-frame-pointer;copy;25.112364
gcc-10.3.0;x86-64;Ofast;no-omit-frame-pointer;indexes;23.280942
gcc-10.3.0;x86-64;Ofast;no-omit-frame-pointer;alter;5.204128
gcc-10.3.0;x86-64;Ofast;no-omit-frame-pointer;analyze;2.619620
gcc-10.3.0;x86-64;Ofast;omit-frame-pointer;copy;23.695651
gcc-10.3.0;x86-64;Ofast;omit-frame-pointer;indexes;23.133035
gcc-10.3.0;x86-64;Ofast;omit-frame-pointer;alter;5.117402
gcc-10.3.0;x86-64;Ofast;omit-frame-pointer;analyze;2.603255
